phen	h2.obs	h2.latent	ascertained	p	locus	chr	start	stop	fdr_within_pheno
crohn	0.000494007	0.000855473	FALSE	0.0685329	63	1	73992171	75132092	0.0978290725878594
cad	5.11166e-05	9.92334e-05	FALSE	0.0218571	63	1	73992171	75132092	0.0346171659972299
psoriasis	7.5397e-05	0.000263746	FALSE	0.246753	64	1	75132093	76097247	0.284562989855846
psa	0.000110154	0.000228983	FALSE	0.383556	64	1	75132093	76097247	0.415127906562848
crohn	0.00076317	0.00132158	FALSE	0.009771	64	1	75132093	76097247	0.0200813376264949
cad	1.14189e-05	2.21677e-05	FALSE	0.285913	64	1	75132093	76097247	0.303732295401765
psoriasis	0.000554	0.00193794	FALSE	0.000276808	65	1	76097248	76977915	0.00110518536044362
psa	0.000368434	0.000765885	FALSE	0.24215	65	1	76097248	76977915	0.299951559516232
crohn	0.000494655	0.000856595	FALSE	0.0888747	65	1	76097248	76977915	0.119211121008403
uc	0.000425009	0.000767316	FALSE	0.0927059	65	1	76097248	76977915	0.128119670484582
cad	7.43259e-05	0.00014429	FALSE	0.00517409	65	1	76097248	76977915	0.0101572050042918
psoriasis	0.000299658	0.00104823	FALSE	0.0250645	66	1	76977916	77895394	0.0451537281067556
psa	0.000423413	0.000880172	FALSE	0.21974	66	1	76977916	77895394	0.280390945645056
crohn	0.00150167	0.00260045	FALSE	0.000191153	66	1	76977916	77895394	0.000759850181494662
uc	0.000221891	0.000400605	FALSE	0.238121	66	1	76977916	77895394	0.273061992689295
cad	3.97107e-05	7.70909e-05	FALSE	0.0773973	66	1	76977916	77895394	0.101186289371429
psoriasis	0.000441683	0.00154505	FALSE	0.00128445	67	1	77895395	79065286	0.00389664606741573
psa	0.000474878	0.000987155	FALSE	0.171802	67	1	77895395	79065286	0.237701064676617
crohn	0.00115165	0.00199431	FALSE	0.00111109	67	1	77895395	79065286	0.0033157749799733
uc	0.00114033	0.00205877	FALSE	0.000338392	67	1	77895395	79065286	0.00140489618903592
cad	7.40733e-05	0.000143799	FALSE	0.00327182	67	1	77895395	79065286	0.0068774378125
uc	0.000514503	0.00092889	FALSE	0.0396084	68	1	79065287	80099353	0.0642868044345898
cad	6.19172e-05	0.000120201	FALSE	0.00792267	68	1	79065287	80099353	0.0144837300479616
psoriasis	5.94134e-05	0.000207834	FALSE	0.270388	69	1	80099354	80781442	0.305140062695925
uc	0.000466891	0.00084293	FALSE	0.032122	69	1	80099354	80781442	0.0541781198156682
cad	2.42349e-05	4.70475e-05	FALSE	0.113283	69	1	80099354	80781442	0.139439300861141
psoriasis	0.000427372	0.00149499	FALSE	0.01458	70	1	80781443	82123368	0.0288395604395604
psa	0.00240873	0.00500717	FALSE	0.00114009	70	1	80781443	82123368	0.00666250792792793
crohn	0.00133614	0.00231379	FALSE	0.0043287	70	1	80781443	82123368	0.010331533974359
uc	0.00170962	0.00308657	FALSE	0.000112332	70	1	80781443	82123368	0.000595848
cad	0.00010241	0.00019881	FALSE	0.00325006	70	1	80781443	82123368	0.00685469757603687
psoriasis	0.000549139	0.00192094	FALSE	0.000747646	71	1	82123369	83461215	0.00247562462480858
psa	0.00089729	0.00186525	FALSE	0.0745449	71	1	82123369	83461215	0.131637364246824
crohn	0.00105759	0.00183143	FALSE	0.00687036	71	1	82123369	83461215	0.0151215608275862
uc	0.00126417	0.00228234	FALSE	0.000581576	71	1	82123369	83461215	0.00218314683076923
cad	9.50915e-05	0.000184602	FALSE	0.00162282	71	1	82123369	83461215	0.00387739603340292
psoriasis	9.93928e-05	0.000347686	FALSE	0.228705	72	1	83461216	84728347	0.267752195121951
psa	0.00124109	0.00257993	FALSE	0.0162104	72	1	83461216	84728347	0.0452588786226686
uc	0.000748902	0.00135208	FALSE	0.012583	72	1	83461216	84728347	0.0259214521575985
cad	1.39807e-05	2.71409e-05	FALSE	0.283677	72	1	83461216	84728347	0.301753162325581
psoriasis	0.000755423	0.00264254	FALSE	0.000148274	73	1	84728348	86017267	0.000668625970772443
psa	0.00211071	0.00438765	FALSE	0.0035841	73	1	84728348	86017267	0.0154648749445676
crohn	0.00207057	0.00358561	FALSE	5.60073e-05	73	1	84728348	86017267	0.000276203770860927
uc	0.00065449	0.00118162	FALSE	0.0635553	73	1	84728348	86017267	0.0946037691474966
cad	0.000124767	0.000242212	FALSE	0.000620492	73	1	84728348	86017267	0.00176940798503741
psoriasis	0.000134089	0.000469057	FALSE	0.136201	74	1	86017268	86761554	0.175953444976077
psa	0.0005624	0.00116909	FALSE	0.120615	74	1	86017268	86761554	0.185400308056872
uc	0.000277266	0.000500579	FALSE	0.15322	74	1	86017268	86761554	0.193041376936317
cad	1.04129e-05	2.02147e-05	FALSE	0.309	74	1	86017268	86761554	0.324166513761468
psa	0.000662932	0.00137807	FALSE	0.088235	75	1	86761555	87667572	0.148920477016479
crohn	0.000234084	0.000405364	FALSE	0.219269	75	1	86761555	87667572	0.248905968495935
uc	0.000506493	0.000914428	FALSE	0.0401286	75	1	86761555	87667572	0.0649870247787611
cad	5.8246e-05	0.000113074	FALSE	0.0104605	75	1	86761555	87667572	0.018178695668693
psoriasis	0.000584079	0.00204316	FALSE	0.000974825	76	1	87667573	88656689	0.00309650294117647
psa	0.00145521	0.00302503	FALSE	0.0191377	76	1	87667573	88656689	0.0505930955223881
crohn	0.00110516	0.00191381	FALSE	0.00885105	76	1	87667573	88656689	0.0186013600188147
uc	0.000675966	0.0012204	FALSE	0.0438787	76	1	87667573	88656689	0.0697233178002894
cad	0.000120082	0.000233118	FALSE	0.00038905	76	1	87667573	88656689	0.00118643766266667
psoriasis	0.0001748	0.000611466	FALSE	0.0750329	77	1	88656690	89753964	0.109359692307692
crohn	0.000140607	0.000243489	FALSE	0.304366	77	1	88656690	89753964	0.327530657032755
uc	0.000618542	0.00111672	FALSE	0.0154824	77	1	88656690	89753964	0.0307130536585366
cad	4.84306e-05	9.40189e-05	FALSE	0.0213366	77	1	88656690	89753964	0.0339574141962422
psoriasis	0.000559114	0.00195583	FALSE	0.000615924	78	1	89753965	90941549	0.00211802594594595
psa	0.00176466	0.00366829	FALSE	0.00363154	78	1	89753965	90941549	0.0155660282819383
crohn	0.000210468	0.000364467	FALSE	0.28557	78	1	89753965	90941549	0.311201648780488
uc	0.000849505	0.00153371	FALSE	0.0108842	78	1	89753965	90941549	0.0232506840466926
cad	0.000164945	0.00032021	FALSE	9.42781e-07	78	1	89753965	90941549	6.80170393375394e-06
psoriasis	0.000648225	0.00226755	FALSE	1.51972e-05	79	1	90941550	91870059	0.000100385174311927
psa	0.00289414	0.00601621	FALSE	1.44973e-06	79	1	90941550	91870059	6.1329882173913e-05
crohn	0.000493573	0.000854721	FALSE	0.0737844	79	1	90941550	91870059	0.103409253199498
uc	0.000318688	0.000575364	FALSE	0.136021	79	1	90941550	91870059	0.175914084805654
cad	6.18717e-05	0.000120112	FALSE	0.00984723	79	1	90941550	91870059	0.0174038755873261
psoriasis	0.000523564	0.00183148	FALSE	0.000813987	80	1	91870060	92904465	0.00264304864864865
psa	0.00241545	0.00502113	FALSE	0.000135023	80	1	91870060	92904465	0.00131377379
crohn	0.0015511	0.00268604	FALSE	0.000171275	80	1	91870060	92904465	0.000695510572463768
uc	0.00175914	0.00317597	FALSE	3.99073e-06	80	1	91870060	92904465	3.8102796e-05
cad	6.21867e-05	0.000120724	FALSE	0.0183137	80	1	91870060	92904465	0.0298527668567356
psoriasis	0.000333798	0.00116766	FALSE	0.00211865	81	1	92904466	94168576	0.00593708638132296
psa	0.00062104	0.00129099	FALSE	0.0649736	81	1	92904466	94168576	0.119225239019793
crohn	0.00128929	0.00223267	FALSE	2.78844e-05	81	1	92904466	94168576	0.000151935974634146
uc	0.000603235	0.00108909	FALSE	0.00834774	81	1	92904466	94168576	0.0187248590806946
psoriasis	0.000597016	0.00208842	FALSE	0.000299887	82	1	94168577	95122541	0.00118419729433272
psa	0.00163152	0.00339153	FALSE	0.00630769	82	1	94168577	95122541	0.0226890290942699
crohn	0.00121192	0.00209869	FALSE	0.00261999	82	1	94168577	95122541	0.00687785858989424
uc	0.00140903	0.00254388	FALSE	0.000170641	82	1	94168577	95122541	0.000830881676274945
cad	1.31974e-05	2.56203e-05	FALSE	0.312641	82	1	94168577	95122541	0.326637719049794
psoriasis	1.41641e-05	4.95475e-05	FALSE	0.444431	83	1	95122542	96147576	0.452389707822809
psa	0.00123565	0.00256861	FALSE	0.0218168	83	1	95122542	96147576	0.0550654900129702
crohn	0.00150914	0.00261339	FALSE	0.000225607	83	1	95122542	96147576	0.000873494
uc	0.000147735	0.000266723	FALSE	0.314493	83	1	95122542	96147576	0.343462258449304
cad	0.000216743	0.000420767	FALSE	4.28804e-10	83	1	95122542	96147576	7.72184840944882e-09
psa	0.00116692	0.00242574	FALSE	0.0295264	84	1	96147577	97721186	0.0680786426540284
crohn	0.000385603	0.000667749	FALSE	0.156525	84	1	96147577	97721186	0.19077482487725
uc	0.000121785	0.000219872	FALSE	0.344397	84	1	96147577	97721186	0.369465467513434
cad	0.000105725	0.000205245	FALSE	0.000459411	84	1	96147577	97721186	0.00136628472951886
psoriasis	0.000814354	0.00284869	FALSE	7.96289e-06	85	1	97721187	99425000	5.83045505084746e-05
psa	0.000625881	0.00130105	FALSE	0.157975	85	1	97721187	99425000	0.224066581632653
uc	0.00121699	0.00219717	FALSE	0.00111792	85	1	97721187	99425000	0.00379436216383308
cad	0.000111761	0.000216964	FALSE	0.000477029	85	1	97721187	99425000	0.00140407377477477
psoriasis	0.00033598	0.00117529	FALSE	0.0132837	86	1	99425001	100269207	0.0267906554621849
psa	0.000618816	0.00128637	FALSE	0.130783	86	1	99425001	100269207	0.196527967567568
crohn	0.000639262	0.00110701	FALSE	0.0443757	86	1	99425001	100269207	0.0696174956460674
uc	0.000263782	0.000476236	FALSE	0.195927	86	1	99425001	100269207	0.234344058823529
cad	2.40838e-05	4.67542e-05	FALSE	0.177824	86	1	99425001	100269207	0.202330093532338
psoriasis	0.000369219	0.00129156	FALSE	0.00144515	87	1	100269208	101188315	0.00428780769230769
crohn	0.00042766	0.000740579	FALSE	0.0664528	87	1	100269208	101188315	0.0954195096401028
uc	0.000299764	0.000541197	FALSE	0.108781	87	1	100269208	101188315	0.146914560885609
psoriasis	0.00100133	0.00350275	FALSE	3.07206e-07	88	1	101188316	102424611	3.72789303370786e-06
crohn	0.000866575	0.00150065	FALSE	0.0276871	88	1	101188316	102424611	0.0472160163358779
uc	0.00135414	0.00244477	FALSE	0.000614359	88	1	101188316	102424611	0.00229054730730051
cad	0.0002032	0.000394475	FALSE	4.92956e-08	88	1	101188316	102424611	5.19534733640553e-07
cad	7.99224e-06	1.55154e-05	FALSE	0.309859	89	1	102424612	103148412	0.324472313644689
psoriasis	9.98375e-05	0.000349241	FALSE	0.116762	90	1	103148413	103784541	0.155682666666667
psa	0.000128618	0.000267365	FALSE	0.320736	90	1	103148413	103784541	0.367580833922261
crohn	0.000171871	0.00029763	FALSE	0.198747	90	1	103148413	103784541	0.230649765194805
uc	0.000193441	0.00034924	FALSE	0.146915	90	1	103148413	103784541	0.186596495083864
cad	2.44266e-06	4.74197e-06	FALSE	0.407468	90	1	103148413	103784541	0.413984591737006
psoriasis	0.000107157	0.000374846	FALSE	0.164787	91	1	103784542	104984435	0.20598375
psa	0.00027803	0.000577957	FALSE	0.248878	91	1	103784542	104984435	0.306335602783049
crohn	0.000553442	0.000958395	FALSE	0.0339852	91	1	103784542	104984435	0.0556619771260997
uc	0.000774353	0.00139803	FALSE	0.00304184	91	1	103784542	104984435	0.00850940208917197
psa	0.00143064	0.00297395	FALSE	0.00386246	92	1	104984436	106089656	0.0161588991416309
crohn	0.000699495	0.00121132	FALSE	0.0196404	92	1	104984436	106089656	0.0354129569007264
uc	0.000173139	0.000312588	FALSE	0.253997	92	1	104984436	106089656	0.287514129896907
psoriasis	0.000435068	0.00152191	FALSE	0.000577831	93	1	106089657	106864947	0.00202616064935065
psa	0.000552998	0.00114955	FALSE	0.111433	93	1	106089657	106864947	0.175133717514124
crohn	0.000449957	0.000779191	FALSE	0.0692979	93	1	106089657	106864947	0.098606056433121
uc	0.000151132	0.000272855	FALSE	0.264637	93	1	106089657	106864947	0.296955979560552
cad	2.82538e-05	5.48495e-05	FALSE	0.0994168	93	1	106089657	106864947	0.125755653539823
psoriasis	0.000379549	0.0013277	FALSE	0.00500802	94	1	106864948	107874653	0.0121450909090909
crohn	0.000272406	0.000471725	FALSE	0.206338	94	1	106864948	107874653	0.238098704545455
uc	0.000478665	0.000864187	FALSE	0.0614293	94	1	106864948	107874653	0.0920894473720137
cad	1.19391e-05	2.31774e-05	FALSE	0.303526	94	1	106864948	107874653	0.319596667587477
psoriasis	0.000159608	0.000558324	FALSE	0.173504	95	1	107874654	109271449	0.214275951972556
psa	0.00196928	0.00409364	FALSE	0.00334093	95	1	107874654	109271449	0.0149718082298851
crohn	0.000717055	0.00124173	FALSE	0.0563479	95	1	107874654	109271449	0.0843142723375754
uc	0.000527804	0.000952903	FALSE	0.0884679	95	1	107874654	109271449	0.123349529142857
cad	0.000110374	0.000214271	FALSE	0.000960517	95	1	107874654	109271449	0.00257526656389215
psoriasis	0.000401442	0.00140428	FALSE	0.00557366	96	1	109271450	110224230	0.0133323428571429
psa	0.00106921	0.00222263	FALSE	0.03619	96	1	109271450	110224230	0.0787436397765363
crohn	0.00161793	0.00280177	FALSE	8.00672e-05	96	1	109271450	110224230	0.000367596917622951
uc	6.51236e-05	0.000117575	FALSE	0.403677	96	1	109271450	110224230	0.417302004705882
cad	0.000670138	0.00130095	FALSE	5.10454e-47	96	1	109271450	110224230	1.4592603725e-44
psoriasis	0.00125586	0.00439312	FALSE	3.82065e-09	97	1	110224231	111134062	7.11431379310345e-08
psa	0.00253893	0.00527782	FALSE	0.000531594	97	1	110224231	111134062	0.00378931107692308
crohn	0.0017912	0.00310181	FALSE	0.00023529	97	1	110224231	111134062	0.000901608679245283
uc	0.00145391	0.00262491	FALSE	0.000542468	97	1	110224231	111134062	0.00206815925
cad	0.000223416	0.00043372	FALSE	1.74478e-08	97	1	110224231	111134062	2.04631377435897e-07
psoriasis	0.00134577	0.00470763	FALSE	2.28417e-09	98	1	111134063	112489248	4.52642862385321e-08
psa	0.00202242	0.00420412	FALSE	0.00590294	98	1	111134063	112489248	0.0216645034210526
crohn	0.00251293	0.00435165	FALSE	3.91911e-06	98	1	111134063	112489248	2.93801736241611e-05
uc	0.0019511	0.00352254	FALSE	2.91444e-05	98	1	111134063	112489248	0.000200003445
cad	0.00012598	0.000244567	FALSE	0.000750167	98	1	111134063	112489248	0.0020745247025393
psoriasis	0.0003815	0.00133452	FALSE	0.00705523	99	1	112489249	113418037	0.0161081088607595
crohn	0.00116545	0.00201821	FALSE	0.00206618	99	1	112489249	113418037	0.00560856150668287
uc	0.000251356	0.000453801	FALSE	0.210399	99	1	112489249	113418037	0.248273081139172
cad	5.57121e-05	0.000108155	FALSE	0.0255442	99	1	112489249	113418037	0.0395796649051491
psoriasis	6.34621e-05	0.000221997	FALSE	0.309917	100	1	113418038	114664387	0.339807472081218
psa	0.00114136	0.0023726	FALSE	0.0240775	100	1	113418038	114664387	0.0593850633713561
crohn	0.00280859	0.00486364	FALSE	4.15316e-10	100	1	113418038	114664387	1.11785053493976e-08
cad	0.000114998	0.000223247	FALSE	7.98814e-05	100	1	113418038	114664387	0.000307039935798319
psoriasis	0.00123849	0.00433236	FALSE	8.22768e-09	101	1	114664388	116207297	1.388421e-07
psa	0.00297752	0.00618955	FALSE	9.94674e-05	101	1	114664388	116207297	0.00105772437377049
crohn	0.0023681	0.00410084	FALSE	5.15504e-06	101	1	114664388	116207297	3.68726339297125e-05
uc	0.000837598	0.00151221	FALSE	0.02553	101	1	114664388	116207297	0.0456918337408313
cad	0.000375599	0.000729156	FALSE	3.41117e-17	101	1	114664388	116207297	2.05298573421053e-15
psoriasis	3.69968e-05	0.000129418	FALSE	0.377451	102	1	116207298	117046311	0.396736817518248
psa	0.000188129	0.000391074	FALSE	0.347554	102	1	116207298	117046311	0.388032176706827
crohn	0.000393753	0.000681862	FALSE	0.132695	102	1	116207298	117046311	0.166671460674157
uc	0.000445681	0.000804637	FALSE	0.0796792	102	1	116207298	117046311	0.113179510478655
cad	7.09637e-05	0.000137763	FALSE	0.00620527	102	1	116207298	117046311	0.0117576242667771
psoriasis	0.000277686	0.000971372	FALSE	0.0429024	103	1	117046312	118118667	0.0705244931506849
psa	0.00143608	0.00298525	FALSE	0.0133344	103	1	117046312	118118667	0.039676976146789
crohn	0.0011555	0.00200098	FALSE	0.00382407	103	1	117046312	118118667	0.00936729427631579
uc	0.000706927	0.0012763	FALSE	0.0268252	103	1	117046312	118118667	0.0474682829975826
cad	9.02701e-05	0.000175243	FALSE	0.00247128	103	1	117046312	118118667	0.00544491075144509
psoriasis	0.000306756	0.00107306	FALSE	0.0176503	104	1	118118668	119408888	0.0336419047619048
crohn	0.000888393	0.00153843	FALSE	0.00925603	104	1	118118668	119408888	0.0192711752283318
cad	5.08286e-05	9.86742e-05	FALSE	0.0300661	104	1	118118668	119408888	0.0454769647486772
psoriasis	0.000207531	0.000725965	FALSE	0.0719457	105	1	119408889	120345066	0.105860158038147
psa	0.000199537	0.000414789	FALSE	0.33999	105	1	119408889	120345066	0.38243961849711
crohn	0.000596586	0.00103311	FALSE	0.0519644	105	1	119408889	120345066	0.0791332444444444
uc	0.000793583	0.00143274	FALSE	0.00896416	105	1	119408889	120345066	0.0197247448496994
cad	4.91196e-05	9.53566e-05	FALSE	0.0359862	105	1	119408889	120345066	0.0529263275884244
psoriasis	3.29235e-06	1.15169e-05	FALSE	0.455053	106	1	120345067	145803848	0.460755126522962
psa	0.000173203	0.000360046	FALSE	0.283381	106	1	120345067	145803848	0.335846179049939
crohn	0.000190291	0.000329527	FALSE	0.186453	106	1	120345067	145803848	0.219576173958882
uc	8.04207e-05	0.000145192	FALSE	0.315215	106	1	120345067	145803848	0.343700168818272
cad	1.71436e-05	3.3281e-05	FALSE	0.144216	106	1	120345067	145803848	0.170186786377709
psoriasis	5.42841e-05	0.000189891	FALSE	0.281018	107	1	145803849	147083835	0.314670233281493
psa	0.000311666	0.000647878	FALSE	0.208908	107	1	145803849	147083835	0.269764411413404
crohn	7.97203e-05	0.000138052	FALSE	0.358065	107	1	145803849	147083835	0.376077672778561
cad	8.66379e-05	0.000168191	FALSE	0.0001094	107	1	145803849	147083835	0.000399039553429027
psoriasis	3.43472e-05	0.00012015	FALSE	0.352227	108	1	147083836	149716037	0.377066640237859
psa	0.00153053	0.0031816	FALSE	0.000788007	108	1	147083836	149716037	0.0049787715
uc	0.000142752	0.000257727	FALSE	0.259767	108	1	147083836	149716037	0.292088239631336
cad	8.06102e-06	1.5649e-05	FALSE	0.323671	108	1	147083836	149716037	0.336930167045972
psoriasis	0.000356448	0.00124689	FALSE	0.0037286	109	1	149716038	151146407	0.00947503058823529
crohn	0.00146408	0.00253535	FALSE	3.09342e-05	109	1	149716038	151146407	0.000166925127536232
uc	0.000524184	0.000946367	FALSE	0.0318954	109	1	149716038	151146407	0.0539617090909091
cad	0.000252232	0.000489661	FALSE	2.96582e-15	109	1	149716038	151146407	1.32996673333333e-13
psoriasis	0.00142916	0.00499933	FALSE	1.36127e-14	110	1	151146408	152535630	6.00070040816327e-13
psa	0.000630375	0.0013104	FALSE	0.12039	110	1	151146408	152535630	0.185334578656126
crohn	0.00262096	0.00453872	FALSE	2.05377e-09	110	1	151146408	152535630	4.21334449541284e-08
uc	0.00164891	0.00297696	FALSE	3.65086e-06	110	1	151146408	152535630	3.5893864e-05
cad	0.000180525	0.000350455	FALSE	1.30899e-08	110	1	151146408	152535630	1.61819466486486e-07
psoriasis	0.00246617	0.0086269	FALSE	6.67935e-33	111	1	152535631	153410809	8.01522e-31
psa	0.000938704	0.00195134	FALSE	0.0323971	111	1	152535631	153410809	0.0726322080645161
crohn	0.000190233	0.000329427	FALSE	0.259954	111	1	152535631	153410809	0.287209315529179
uc	0.000268544	0.000484832	FALSE	0.161602	111	1	152535631	153410809	0.201749853325753
psoriasis	0.00128207	0.00448479	FALSE	2.17881e-13	112	1	153410810	154685545	8.40398142857143e-12
psa	0.00152747	0.00317525	FALSE	0.00305185	112	1	153410810	154685545	0.0139339980327869
crohn	0.00188544	0.00326501	FALSE	1.352e-06	112	1	153410810	154685545	1.1766486692607e-05
uc	0.000273681	0.000494108	FALSE	0.166838	112	1	153410810	154685545	0.207343660441426
cad	0.000198268	0.0003849	FALSE	2.21468e-10	112	1	153410810	154685545	4.29235013559322e-09
psoriasis	0.00140234	0.00490552	FALSE	6.99071e-10	113	1	154685546	156813845	1.54080955102041e-08
psa	0.00344889	0.00716941	FALSE	2.25591e-05	113	1	154685546	156813845	0.000362813204958678
crohn	0.00492	0.00851997	FALSE	1.4118e-15	113	1	154685546	156813845	9.01131771428571e-14
uc	0.00287991	0.00519942	FALSE	8.2356e-09	113	1	154685546	156813845	2.0320648988764e-07
cad	0.000216369	0.000420039	FALSE	1.52361e-07	113	1	154685546	156813845	1.36113127734375e-06
psoriasis	0.000753773	0.00263677	FALSE	0.000100082	114	1	156813846	158081627	0.000472577816593887
psa	0.00122162	0.00253944	FALSE	0.0469604	114	1	156813846	158081627	0.0959349442348008
crohn	0.00319291	0.00552916	FALSE	4.31769e-09	114	1	156813846	158081627	8.03809955e-08
uc	0.00104896	0.00189381	FALSE	0.00759202	114	1	156813846	158081627	0.0174316506583072
cad	0.000275706	0.000535231	FALSE	2.70869e-11	114	1	156813846	158081627	6.45288961458333e-10
psoriasis	0.000183736	0.000642725	FALSE	0.0775607	115	1	158081628	158900369	0.111911230460922
crohn	0.000304455	0.000527225	FALSE	0.168597	115	1	158081628	158900369	0.202280181525242
uc	0.000576937	0.00104161	FALSE	0.0271499	115	1	158081628	158900369	0.047888498313253
cad	1.76409e-05	3.42466e-05	FALSE	0.219648	115	1	158081628	158900369	0.242440763996139
psa	0.000296132	0.000615586	FALSE	0.29884	116	1	158900370	159882515	0.348639300598802
