locus	chr	start	stop	h2.obs_psoriasis	p_psoriasis	fdr_within_pheno_psoriasis	h2.obs_outcome	p_outcome	fdr_within_pheno_outcome	outcome	local_h2_pass_p05	local_h2_pass_fdr10	min_h2_p
19	1	17557747	18427820	0.00104086	8.57823e-08	1.16534445283019e-06	0.00014044	3.9786e-05	0.000163946994594595	cad	TRUE	TRUE	3.9786e-05
2198	17	31318754	32356061	0.00123151	6.65018e-08	9.20794153846154e-07	0.000166348	4.02493e-05	0.000165557822122302	cad	TRUE	TRUE	4.02493e-05
1396	9	19463293	20483880	0.00119902	3.33777e-08	5.07717126760563e-07	0.000155764	4.05786e-05	0.000166612671813285	cad	TRUE	TRUE	4.05786e-05
156	1	202583885	204092537	0.000871681	4.10852e-05	0.0002275488	0.000208611	4.84466e-07	3.80746990378007e-06	cad	TRUE	TRUE	4.10852e-05
1620	11	7915072	9080939	0.000819338	4.14767e-05	0.000228545081632653	0.000196007	6.3841e-07	4.83458168874172e-06	cad	TRUE	TRUE	4.14767e-05
2453	21	39252060	40480831	0.00171418	1.84845e-12	6.23851875e-11	0.000165827	4.47593e-05	0.000182467948484848	cad	TRUE	TRUE	4.47593e-05
839	5	75959516	77290255	0.000888608	2.39864e-05	0.000148030354285714	0.00015999	4.55891e-05	0.000184534994159292	cad	TRUE	TRUE	4.55891e-05
1263	8	18668610	19488888	0.000818389	4.68229e-05	0.000256044212658228	0.00018262	2.97097e-06	1.78805483947368e-05	cad	TRUE	TRUE	4.68229e-05
1378	9	5437592	6859791	0.00138711	2.77989e-10	6.95954482758621e-09	0.000152239	4.72805e-05	0.000191043292402827	cad	TRUE	TRUE	4.72805e-05
2206	17	42348004	43460500	0.00119809	3.34794e-11	9.90623342465753e-10	0.000120025	4.77897e-05	0.000192760218518519	cad	TRUE	TRUE	4.77897e-05
946	6	22199714	23192337	0.000721683	4.80469e-05	0.000261413863979849	0.000271309	1.70675e-12	5.20444966666667e-11	cad	TRUE	TRUE	4.80469e-05
407	2	230541093	231847386	0.000987577	7.75924e-07	8.09659826086957e-06	0.000145892	4.9924e-05	0.000199958297723292	cad	TRUE	TRUE	4.9924e-05
2175	17	1480057	2699135	0.000781135	5.42329e-05	0.000290677578163772	0.000418724	1.11857e-20	8.82127444827586e-19	cad	TRUE	TRUE	5.42329e-05
2124	16	24014706	25235251	0.00124798	1.64839e-08	2.61803117647059e-07	0.000154923	5.54953e-05	0.000220343317881944	cad	TRUE	TRUE	5.54953e-05
791	5	16592320	17803477	0.000872913	2.44263e-05	0.000149888659090909	0.000153979	6.04274e-05	0.000239095958131488	cad	TRUE	TRUE	6.04274e-05
184	1	234365797	235097113	0.00131297	1.66063e-09	3.40829831775701e-08	0.000148973	6.18322e-05	0.000243810761034483	cad	TRUE	TRUE	6.18322e-05
2104	16	1996493	3379996	0.000788394	6.6769e-05	0.000341756018957346	0.000157096	2.03841e-05	9.15882842829077e-05	cad	TRUE	TRUE	6.6769e-05
519	3	113657666	115649909	0.000834479	6.86634e-05	0.000349794679245283	0.000203008	8.99185e-07	6.57008337060703e-06	cad	TRUE	TRUE	6.86634e-05
2340	19	33785836	34633274	0.000724434	7.04137e-05	0.000357867275294118	0.000151897	1.45983e-05	6.9122799378882e-05	cad	TRUE	TRUE	7.04137e-05
1545	10	64069688	65400431	0.000784886	1.68226e-06	1.514034e-05	0.000117024	7.08996e-05	0.000276623364224872	cad	TRUE	TRUE	7.08996e-05
2098	15	98828262	99925972	0.00122689	5.66803e-08	8.00192470588235e-07	0.000157625	7.1834e-05	0.000279395166666667	cad	TRUE	TRUE	7.1834e-05
2413	20	49236419	50653620	0.00152783	2.21531e-10	5.69651142857143e-09	0.000162174	7.48219e-05	0.000289050144087838	cad	TRUE	TRUE	7.48219e-05
1745	12	4967644	6023700	0.000828754	7.75486e-05	0.000387743	0.000202701	1.01154e-06	7.27481754716981e-06	cad	TRUE	TRUE	7.75486e-05
1462	9	117054910	117989017	0.00119184	3.18004e-09	6.02533894736842e-08	0.000135053	8.02489e-05	0.000307934956879195	cad	TRUE	TRUE	8.02489e-05
2070	15	66355635	67396520	0.000773077	8.04863e-05	0.000399656110344828	0.000173954	5.51305e-06	3.02966623021583e-05	cad	TRUE	TRUE	8.04863e-05
1092	6	168707339	169667886	0.00073109	8.12193e-05	0.000401450086956522	0.000165078	5.3183e-06	2.9308318313253e-05	cad	TRUE	TRUE	8.12193e-05
1298	8	61324890	62330900	0.000729982	1.35669e-05	9.10077763975155e-05	0.00012125	8.225e-05	0.000313509583333333	cad	TRUE	TRUE	8.225e-05
543	3	139831268	141034637	0.000718266	8.0982e-05	0.000401195229357798	0.00013517	8.24896e-05	0.000313899692512479	cad	TRUE	TRUE	8.24896e-05
1552	10	71050505	71672997	0.000786935	8.40621e-05	0.000411969306122449	0.000188418	1.87664e-06	1.2227566039886e-05	cad	TRUE	TRUE	8.40621e-05
2178	17	4463972	5573784	0.000696966	8.48579e-05	0.000413754094808126	0.000167116	1.83675e-06	1.20018492857143e-05	cad	TRUE	TRUE	8.48579e-05
1216	7	140217631	142098979	0.000742351	8.50685e-05	0.000413846756756757	0.000168825	4.13052e-06	2.36162481e-05	cad	TRUE	TRUE	8.50685e-05
887	5	130573818	132554690	0.00358425	2.62366e-49	4.722588e-47	0.000110555	8.97313e-05	0.000337525465625	cad	TRUE	TRUE	8.97313e-05
1412	9	34704545	36749273	0.000756789	9.06065e-05	0.000435879821826281	0.000175566	3.58097e-06	2.09991753589744e-05	cad	TRUE	TRUE	9.06065e-05
1217	7	142098980	144324464	0.00116208	2.27644e-08	3.56312347826087e-07	0.000139113	9.16761e-05	0.000343147693453355	cad	TRUE	TRUE	9.16761e-05
175	1	224943338	226534711	0.000651453	8.9362e-05	0.0004308525	0.00012233	9.28195e-05	0.000346293958401305	cad	TRUE	TRUE	9.28195e-05
2105	16	3379997	4816145	0.000801327	9.29462e-05	0.000446099866962306	0.000249913	3.1077e-09	4.41447819875776e-08	cad	TRUE	TRUE	9.29462e-05
1764	12	23923799	25058714	0.000790771	9.3144e-05	0.000446099866962306	0.0002184	9.41062e-08	9.08104976371308e-07	cad	TRUE	TRUE	9.3144e-05
1480	9	136770927	137593527	0.000739567	9.36849e-05	0.000447697752212389	0.000178257	1.02632e-06	7.3579744200627e-06	cad	TRUE	TRUE	9.36849e-05
2445	21	29449871	30847296	0.000591438	9.87099e-05	0.0004696900969163	0.00015281	5.44637e-07	4.24008244217687e-06	cad	TRUE	TRUE	9.87099e-05
179	1	230227248	231287764	0.000786776	9.87219e-05	0.0004696900969163	0.000211788	1.9359e-07	1.70284742307692e-06	cad	TRUE	TRUE	9.87219e-05
483	3	71223282	72334704	0.00133637	1.19735e-08	1.97425648854962e-07	0.0001581	9.95879e-05	0.000368539688187702	cad	TRUE	TRUE	9.95879e-05
2463	22	17587475	18535225	0.000818822	9.97988e-05	0.000472577816593887	0.000224626	9.39673e-08	9.08104976371308e-07	cad	TRUE	TRUE	9.97988e-05
114	1	156813846	158081627	0.000753773	0.000100082	0.000472577816593887	0.000275706	2.70869e-11	6.45288961458333e-10	cad	TRUE	TRUE	0.000100082
2427	20	60766558	61470768	0.000691139	0.000100204	0.000472577816593887	0.000160999	3.46319e-06	2.04131843556701e-05	cad	TRUE	TRUE	0.000100204
2065	15	59901117	61130595	0.000862305	2.39384e-05	0.000148030354285714	0.000146119	0.000100833	0.000371943662903226	cad	TRUE	TRUE	0.000100833
1061	6	134313644	135544083	0.00130377	1.68837e-09	3.40829831775701e-08	0.000142181	0.000104143	0.00038218555448718	cad	TRUE	TRUE	0.000104143
1071	6	148184845	149278798	0.00112007	5.49685e-07	6.18395625e-06	0.000154606	0.000104278	0.00038218555448718	cad	TRUE	TRUE	0.000104278
160	1	208162952	209711169	0.00108729	2.81117e-06	2.3087936121673e-05	0.000162666	0.000106592	0.000389418376996805	cad	TRUE	TRUE	0.000106592
714	4	125486536	126476842	0.000615854	0.000106915	0.00049941252699784	0.000124411	4.28449e-05	0.000175602663620072	cad	TRUE	TRUE	0.000106915
2168	16	86058598	86748867	0.000898953	0.000110671	0.00051408464516129	0.000366138	2.1203e-13	7.34716075757576e-12	cad	TRUE	TRUE	0.000110671
759	4	177129679	178314527	0.000788613	4.99501e-05	0.000270901353383459	0.000138774	0.000116411	0.000420587609794629	cad	TRUE	TRUE	0.000116411
2066	15	61130596	62106138	0.000801319	0.000126048	0.000579284425531915	0.000195955	2.15045e-06	1.37118709470752e-05	cad	TRUE	TRUE	0.000126048
2000	14	69794543	71140426	0.000684951	0.000129498	0.000592617966101695	0.000170975	1.57509e-06	1.06891122551929e-05	cad	TRUE	TRUE	0.000129498
752	4	169555115	170682809	0.000633309	0.000136143	0.000620398481012658	0.00014602	6.8372e-06	3.61960101851852e-05	cad	TRUE	TRUE	0.000136143
1366	8	141527882	142611889	0.000665389	0.000142438	0.000645002264150943	0.000182808	2.76641e-07	2.30904367518248e-06	cad	TRUE	TRUE	0.000142438
1427	9	81161598	82601465	0.000823547	7.12455e-05	0.000360511587822014	0.000146694	0.00014974	0.000530938573643411	cad	TRUE	TRUE	0.00014974
2327	19	18504868	19749166	0.00100356	2.71689e-09	5.28692108108108e-08	0.000105488	0.00015097	0.000533230990740741	cad	TRUE	TRUE	0.00015097
1840	12	110111515	111592381	0.00053709	0.000151554	0.000681993	0.000183257	1.55824e-09	2.44088690410959e-08	cad	TRUE	TRUE	0.000151554
971	6	34979271	36346353	0.000658149	0.000152687	0.000685663035343035	0.000320565	8.5407e-16	3.986241e-14	cad	TRUE	TRUE	0.000152687
1538	10	55867695	57044845	0.000681428	0.000157276	0.000703346086956522	0.000149796	1.90033e-05	8.64026781312127e-05	cad	TRUE	TRUE	0.000157276
777	5	1206610	2106885	0.000757302	0.000162099	0.000721925443298969	0.000185846	2.90098e-06	1.75053859102902e-05	cad	TRUE	TRUE	0.000162099
2403	20	38427595	40272390	0.000742139	0.000162649	0.000722884444444444	0.000190067	1.257e-06	8.76450914634146e-06	cad	TRUE	TRUE	0.000162649
1490	10	3880323	4813182	0.000786446	6.31165e-05	0.000328509975903614	0.000136387	0.000169829	0.000592071528963415	cad	TRUE	TRUE	0.000169829
1227	7	154407488	155280610	0.000778963	0.000170297	0.000753773606557377	0.00017559	1.20788e-05	5.95349474137931e-05	cad	TRUE	TRUE	0.000170297
1214	7	137657460	138755107	0.000766139	0.000174192	0.000766302892057026	0.000214384	1.70472e-07	1.51112195348837e-06	cad	TRUE	TRUE	0.000174192
2380	20	10279604	11257012	0.000719058	0.000175447	0.00077025512195122	0.000257487	2.44407e-10	4.6971328487395e-09	cad	TRUE	TRUE	0.000175447
1414	9	37687113	38822977	0.000717552	0.000176224	0.000771347368421053	0.000158802	1.72233e-05	7.95751254545455e-05	cad	TRUE	TRUE	0.000176224
1474	9	130902728	132193798	0.000624847	0.000189361	0.00081803952	0.000195664	1.53188e-08	1.83289422797927e-07	cad	TRUE	TRUE	0.000189361
51	1	58387484	59889045	0.000728348	0.000191383	0.000825124311377245	0.000209345	1.49201e-07	1.33812818431373e-06	cad	TRUE	TRUE	0.000191383
1086	6	162254230	163336361	0.000762162	3.63515e-05	0.000203946077922078	0.0001267	0.000192177	0.00066102209924812	cad	TRUE	TRUE	0.000192177
1572	10	92911507	94503299	0.000622624	3.5519e-05	0.000200316031331593	0.000101813	0.00019419	0.000666787175149701	cad	TRUE	TRUE	0.00019419
2071	15	67396521	69089815	0.000716719	0.000194438	0.000834962385685885	0.000385413	2.82083e-18	1.89742300294118e-16	cad	TRUE	TRUE	0.000194438
585	3	187939200	189451805	0.00216438	4.11884e-17	2.2241736e-15	0.000148664	0.000194733	0.000666787175149701	cad	TRUE	TRUE	0.000194733
737	4	153520884	155044409	0.00109758	7.65322e-07	8.02473553398058e-06	0.000146142	0.000194759	0.000666787175149701	cad	TRUE	TRUE	0.000194759
2004	14	74245429	75699501	0.000578368	0.000200753	0.000856969328063241	0.000164551	2.24924e-07	1.94113655849057e-06	cad	TRUE	TRUE	0.000200753
117	1	159882516	161054076	0.00122116	9.07697e-09	1.51986474418605e-07	0.000133442	0.000207293	0.000704426583952452	cad	TRUE	TRUE	0.000207293
2308	19	1515921	2253174	0.000872107	1.67146e-06	1.51060820083682e-05	0.000113192	0.000218245	0.000736592777286136	cad	TRUE	TRUE	0.000218245
268	2	60775067	62429910	0.00254717	4.31402e-30	4.6591416e-28	0.000110212	0.000218821	0.000737030378497791	cad	TRUE	TRUE	0.000218821
527	3	121362443	122340832	0.000493664	0.000219566	0.000928106771037182	9.39324e-05	0.000202969	0.000691788529061103	cad	TRUE	TRUE	0.000219566
1794	12	56987106	58748139	0.000601734	0.000220913	0.00093197671875	0.000238638	3.07365e-11	7.24684283505155e-10	cad	TRUE	TRUE	0.000220913
2251	18	12735559	13641479	0.0022237	1.21799e-22	9.46280571428571e-21	0.000121046	0.000229388	0.000768097153733529	cad	TRUE	TRUE	0.000229388
2216	17	54950108	56245227	0.000902225	8.85371e-05	0.000428789542600897	0.000155813	0.000230455	0.000770541790935672	cad	TRUE	TRUE	0.000230455
1656	11	43949378	45019559	0.000794363	0.000230959	0.00096680511627907	0.000206829	1.58017e-06	1.06918603254438e-05	cad	TRUE	TRUE	0.000230959
1380	9	7388203	8262303	0.000792345	0.00016386	0.000726771252566735	0.000144376	0.000230973	0.000771146351824818	cad	TRUE	TRUE	0.000230973
2421	20	56172844	56951773	0.000700965	0.00023698	0.000985263230769231	0.000173767	3.26569e-06	1.95003473368146e-05	cad	TRUE	TRUE	0.00023698
1429	9	83455503	85135751	0.00072801	0.000244156	0.00100836894837476	0.00016049	2.80241e-05	0.000120926635283019	cad	TRUE	TRUE	0.000244156
2187	17	13648447	14508610	0.00133835	1.08498e-09	2.27529786407767e-08	0.000133251	0.000245075	0.000812885976811594	cad	TRUE	TRUE	0.000245075
14	1	11709174	13481025	0.00169713	1.82464e-13	7.16585890909091e-12	0.000131536	0.000245252	0.000812885976811594	cad	TRUE	TRUE	0.000245252
947	6	23192338	23939306	0.000708495	6.39969e-05	0.000330701684210526	0.000119296	0.000251985	0.000832788576589595	cad	TRUE	TRUE	0.000251985
1714	11	105932283	107054024	0.000608416	0.000239128	0.000991394395393474	0.00011407	0.000255464	0.000843068063492063	cad	TRUE	TRUE	0.000255464
1875	13	31433219	32986686	0.000748367	0.000257725	0.00105464347826087	0.000311818	2.66752e-12	7.43977834146341e-11	cad	TRUE	TRUE	0.000257725
624	4	25832019	27385580	0.000734307	0.00025829	0.00105464347826087	0.000152333	7.22892e-05	0.000280688285908319	cad	TRUE	TRUE	0.00025829
1441	9	95854926	96670171	0.000504767	0.000274569	0.001098276	0.000106727	7.24175e-05	0.000280709868644068	cad	TRUE	TRUE	0.000274569
2159	16	78973581	79662634	0.00152546	1.05006e-09	2.22365647058824e-08	0.000152048	0.000275089	0.000893648498579546	cad	TRUE	TRUE	0.000275089
1368	8	143611462	144934288	0.000626327	0.000277771	0.00110537900552486	0.000137976	3.59523e-05	0.000150041806751825	cad	TRUE	TRUE	0.000277771
1742	12	1942427	3069506	0.000709371	0.00027788	0.00110537900552486	0.000244815	2.44216e-09	3.58026917948718e-08	cad	TRUE	TRUE	0.00027788
2149	16	71062713	72089511	0.000458481	0.000278397	0.00110539985294118	0.000106889	1.97609e-05	8.91384187376726e-05	cad	TRUE	TRUE	0.000278397
2391	20	19957929	21682377	0.000868314	8.93495e-06	6.46789244147157e-05	0.000127391	0.000285584	0.000919902264788732	cad	TRUE	TRUE	0.000285584
835	5	71468652	73314061	0.00131465	1.6768e-09	3.40829831775701e-08	0.000132027	0.000288625	0.000927086200842697	cad	TRUE	TRUE	0.000288625
2166	16	84440155	85146805	0.000979253	1.23524e-05	8.36400752351097e-05	0.000146604	0.000292121	0.000935687292717087	cad	TRUE	TRUE	0.000292121
1495	10	7659873	8771920	0.00148846	2.80315e-10	6.95954482758621e-09	0.00014191	0.000296359	0.000946049287308229	cad	TRUE	TRUE	0.000296359
1352	8	126766828	128073654	0.0010155	7.41017e-07	7.93489300492611e-06	0.000129815	0.000302334	0.000960330358333333	cad	TRUE	TRUE	0.000302334
2287	18	58527237	59449422	0.000628092	0.000303067	0.00119037913043478	0.00015917	4.0229e-06	2.31165133165829e-05	cad	TRUE	TRUE	0.000303067
187	1	237409459	238094455	0.000625935	0.000304772	0.00119042951175407	0.000174666	7.70437e-07	5.70223112944984e-06	cad	TRUE	TRUE	0.000304772
1271	8	25859278	26679135	0.000627917	0.000321846	0.001241406	0.000169546	1.65369e-06	1.11234971470588e-05	cad	TRUE	TRUE	0.000321846
1868	13	23729050	24818333	0.000764741	0.000322917	0.00124331679144385	0.000178413	1.83639e-05	8.41382726e-05	cad	TRUE	TRUE	0.000322917
419	2	241113280	241910366	0.000856525	1.93866e-06	1.70918595918367e-05	0.000113405	0.000330178	0.00104154080827586	cad	TRUE	TRUE	0.000330178
1377	9	4596615	5437591	0.000677295	0.000141408	0.000641683361344538	0.000118428	0.000337371	0.00106166503713893	cad	TRUE	TRUE	0.000337371
1940	13	101573737	103050417	0.00131508	1.44163e-08	2.34129383458647e-07	0.000142086	0.000337486	0.00106166503713893	cad	TRUE	TRUE	0.000337486
159	1	205917549	208162951	0.00231387	1.65739e-21	1.1933208e-19	0.000127794	0.000339706	0.00106571690260631	cad	TRUE	TRUE	0.000339706
2326	19	17750519	18504867	0.000628365	0.000344216	0.00132061555950266	0.000398908	3.04244e-21	2.67617703076923e-19	cad	TRUE	TRUE	0.000344216
46	1	53114187	54771293	0.000704878	0.000345981	0.00132268842477876	0.000199703	6.07113e-07	4.67497451515152e-06	cad	TRUE	TRUE	0.000345981
382	2	203639687	205038119	0.000532962	0.000347108	0.00132465243816254	0.000435945	6.28729e-28	8.98689514375e-26	cad	TRUE	TRUE	0.000347108
1057	6	129850179	130550137	0.000897144	1.76015e-06	1.57104297520661e-05	0.000117513	0.000354941	0.00110592652179837	cad	TRUE	TRUE	0.000354941
1859	12	130629841	131404042	0.000731947	0.000358853	0.00136225391915641	0.000221237	1.35046e-07	1.24036225702811e-06	cad	TRUE	TRUE	0.000358853
1138	7	41415926	42494806	0.000884769	2.70444e-06	2.24676553846154e-05	0.000118774	0.000361154	0.00111918590514905	cad	TRUE	TRUE	0.000361154
2466	22	20969185	22404422	0.00167465	5.79693e-15	2.72203669565217e-13	0.000113476	0.000365839	0.00113064026081081	cad	TRUE	TRUE	0.000365839
2090	15	90632719	91593623	0.000585046	0.000367434	0.00138955216783217	0.000493906	6.2517e-30	1.02125985e-27	cad	TRUE	TRUE	0.000367434
521	3	116498571	117241644	0.000761737	8.95324e-06	6.46789244147157e-05	0.000108782	0.000367734	0.00113343350134771	cad	TRUE	TRUE	0.000367734
864	5	106389389	107265911	0.00100378	2.45711e-07	3.03277577142857e-06	0.000118452	0.000384254	0.00117800120375335	cad	TRUE	TRUE	0.000384254
1134	7	36507691	37981936	0.00102109	3.42356e-06	2.71870941176471e-05	0.000138487	0.000389081	0.00118643766266667	cad	TRUE	TRUE	0.000389081
1373	9	1874962	2441120	0.000686882	0.000396378	0.00148727625	0.000184469	2.05308e-06	1.32264618591549e-05	cad	TRUE	TRUE	0.000396378
1075	6	152376500	153082361	0.000580998	0.000402274	0.0015033076816609	0.00013695	2.35582e-05	0.000103610775769231	cad	TRUE	TRUE	0.000402274
2184	17	10572618	11778164	0.000977115	5.42415e-06	4.11899115789474e-05	0.000133869	0.000410581	0.00123878462664908	cad	TRUE	TRUE	0.000410581
2088	15	88035758	89385187	0.000708586	0.000431577	0.00159898168096055	0.000176881	8.55805e-06	4.41811746049661e-05	cad	TRUE	TRUE	0.000431577
2146	16	66738844	68435728	0.000595228	2.22499e-05	0.00013930372173913	8.64969e-05	0.000433755	0.00130183423228346	cad	TRUE	TRUE	0.000433755
1280	8	36641175	38803980	0.000705571	0.00044103	0.00162841846153846	0.000140561	0.000212825	0.00072108262962963	cad	TRUE	TRUE	0.00044103
1592	10	118416050	119528730	0.00103691	6.08469e-07	6.71309265306123e-06	0.000125012	0.000455882	0.00135834399609375	cad	TRUE	TRUE	0.000455882
2081	15	79998207	81077025	0.000633445	0.000456234	0.00167881676320273	0.000262174	4.47223e-11	1.01267227821782e-09	cad	TRUE	TRUE	0.000456234
1466	9	121008530	122677719	0.000696974	0.000459114	0.0016865412244898	0.000172135	1.07404e-05	5.37490039387308e-05	cad	TRUE	TRUE	0.000459114
85	1	97721187	99425000	0.000814354	7.96289e-06	5.83045505084746e-05	0.000111761	0.000477029	0.00140407377477477	cad	TRUE	TRUE	0.000477029
190	1	239332149	240248508	0.000594222	0.000482844	0.00176770006779661	0.000117824	0.00026957	0.0008807237	cad	TRUE	TRUE	0.000482844
1250	8	10478852	11466761	0.000655162	0.000487547	0.00178189766497462	0.000196206	3.72101e-07	3.00704942402827e-06	cad	TRUE	TRUE	0.000487547
2110	16	7704355	8341012	0.000762732	5.84022e-05	0.000309188117647059	0.000119888	0.000489254	0.00143451781794872	cad	TRUE	TRUE	0.000489254
1126	7	27351287	28890886	0.000721204	0.000495301	0.00180186402684564	0.000195759	2.77764e-06	1.71688180540541e-05	cad	TRUE	TRUE	0.000495301
248	2	43295777	44104110	0.000550299	0.000496069	0.00180186402684564	0.000382649	8.99929e-22	8.57557342916667e-20	cad	TRUE	TRUE	0.000496069
2458	21	43812792	44815008	0.000670022	0.000497181	0.00180186402684564	0.000162578	1.83949e-05	8.41382726e-05	cad	TRUE	TRUE	0.000497181
2002	14	72665320	73373373	0.00058273	0.000501074	0.00181293105527638	0.000136006	3.67297e-05	0.000152722622504537	cad	TRUE	TRUE	0.000501074
1133	7	35354136	36507690	0.000605757	0.000542329	0.00193624899173554	0.000179792	6.47449e-07	4.85480610819672e-06	cad	TRUE	TRUE	0.000542329
1718	11	111117781	112755446	0.000701441	6.62307e-05	0.00034032929216152	0.000109912	0.000547313	0.00158443649493671	cad	TRUE	TRUE	0.000547313
2020	14	93386329	94892240	0.000702417	0.000551699	0.00196321225700165	0.00022324	1.1461e-07	1.08760609958506e-06	cad	TRUE	TRUE	0.000551699
766	4	182946259	183603892	0.000688107	0.000245805	0.001011312	0.000119996	0.000559098	0.00161342514627995	cad	TRUE	TRUE	0.000559098
26	1	23907046	25885138	0.00692596	2.15734e-92	1.5532848e-89	0.000129936	0.000575919	0.00165676321132075	cad	TRUE	TRUE	0.000575919
1329	8	99388945	101448439	0.000463706	0.000582864	0.0020371945631068	0.000101371	0.000100141	0.000369987830371567	cad	TRUE	TRUE	0.000582864
2172	16	89106305	90292787	0.000775094	1.72323e-05	0.000112793236363636	0.000110291	0.000583576	0.0016724790877193	cad	TRUE	TRUE	0.000583576
2343	19	36638123	38472870	0.000394349	0.000584025	0.0020374304516129	0.000121411	6.4178e-07	4.84406224422442e-06	cad	TRUE	TRUE	0.000584025
1379	9	6859792	7388202	0.000582721	0.000591966	0.00205901217391304	0.00012055	0.000223513	0.000750622953010279	cad	TRUE	TRUE	0.000591966
277	2	71385814	72160302	0.000549091	0.000595082	0.00206652270096463	0.000145411	6.916e-06	3.65286189376443e-05	cad	TRUE	TRUE	0.000595082
78	1	89753965	90941549	0.000559114	0.000615924	0.00211802594594595	0.000164945	9.42781e-07	6.80170393375394e-06	cad	TRUE	TRUE	0.000615924
1727	11	122589225	123398882	0.00101386	5.08269e-07	5.778216e-06	0.000118803	0.000618726	0.00176775963420724	cad	TRUE	TRUE	0.000618726
73	1	84728348	86017267	0.000755423	0.000148274	0.000668625970772443	0.000124767	0.000620492	0.00176940798503741	cad	TRUE	TRUE	0.000620492
383	2	205038120	206821199	0.000746222	0.000622351	0.00213377485714286	0.000191591	9.77592e-06	4.95732351219512e-05	cad	TRUE	TRUE	0.000622351
888	5	132554691	134556570	0.00121313	3.88262e-07	4.55785826086957e-06	0.000140957	0.000627156	0.00178396240298507	cad	TRUE	TRUE	0.000627156
196	1	244723197	245970505	0.00114413	9.31202e-07	9.31202e-06	0.00013644	0.00063422	0.00180181508074534	cad	TRUE	TRUE	0.00063422
599	4	2468936	3549229	0.00053141	0.000639932	0.00218365421800948	0.00017964	5.97947e-08	6.10493209375e-07	cad	TRUE	TRUE	0.000639932
532	3	125992651	127495173	0.000650586	0.000643342	0.00218837593700787	0.000151775	4.93692e-05	0.000198431213356766	cad	TRUE	TRUE	0.000643342
1622	11	10370101	11081299	0.000722411	3.32724e-05	0.000189626343007916	0.000106636	0.000647827	0.00183363904579208	cad	TRUE	TRUE	0.000647827
2429	20	62179242	62963627	0.000538276	0.000651974	0.00221077525902669	0.00022039	2.53652e-10	4.83418436666667e-09	cad	TRUE	TRUE	0.000651974
