GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
192670       1   36273231   36323491     82      19   77633      -1.5601      0.94063
26523        1   36335412   36395211     96      21   67004     -0.99219      0.83945
192669       1   36396364   36522360    180      24   68250     -0.61994      0.73235
27285        1   36549676   36553877      8       3   58354      0.10497       0.4582
54936        1   36554453   36559533     10       5   57159     0.049835      0.48013
1296         1   36560840   36591305     95      18   76385     -0.77916      0.78206
27095        1   36602170   36621654     59      11   66469      -1.4904      0.93194
55700        1   36621751   36646450     54      13   68193      0.18856      0.42522
9967         1   36690017   36770958    137      17   78923      0.22729       0.4101
79729        1   36771889   36793544     47      16   74549     -0.25882      0.60211
55194        1   36787631   36790567      6       3   73934     -0.28988      0.61405
83931        1   36805225   36851525     86      15   78719      0.50871      0.30548
84967        1   36859031   36863493     34       5   89820      -1.3338      0.90886
127700       1   36883507   36916086    165      11   90939      -0.2569      0.60137
64960        1   36921362   36930040     51      10   85379       -1.665      0.95204
1441         1   36931644   36948915     61      18   81317     -0.50634      0.69369
2899         1   37261128   37499844    643      76   80716       1.0549      0.14573
80149        1   37940119   37949978     24      11   71762       1.0182      0.15429
64769        1   37955561   37980420     98      20   89972      0.96383      0.16756
79753        1   38000050   38019945     59      15   86156       1.2298      0.10939
7802         1   38022520   38032458     45      15   80238        1.892     0.029249
29889        1   38032413   38061586     97      22   83446       1.1641      0.12219
284654       1   38076821   38100595     92      22   84474        1.591     0.055806
54955        1   38147242   38158007     53       7   90127      -1.0446      0.85189
55143        1   38158073   38175391     61      13   89454     -0.18113      0.57187
284656       1   38181646   38230824    230      29   90105     -0.28387      0.61174
149175       1   38259721   38267278     15       7   75597      0.14781      0.44125
79693        1   38268614   38273865     14       4   82425     -0.98942      0.83877
127687       1   38273473   38275126      1       1   66299      -0.8306       0.7969
4520         1   38275239   38325292    109      25   83922      0.13946      0.44454
3633         1   38326369   38412729    283      30   78679     -0.17197      0.56827
10946        1   38422647   38456019    115      16   83452      0.79056       0.2146
2275         1   38462439   38471199     24      14   76337      0.40544      0.34258
51118        1   38478384   38490497     28      13   84889       2.5015     0.006183
5453         1   38509523   38512450      4       2   61375     -0.27384       0.6079
64121        1   39303869   39325495     65      16   92837      -1.0715      0.85804
26292        1   39328162   39339050     31      13   72271      -1.0378      0.85032
81025        1   39339739   39347298     33       8   86178     -0.33465      0.63105
54933        1   39350614   39407456    236      36   91031      0.13604       0.4459
79647        1   39456916   39471737     57       8   93651      -1.0359      0.84988
4725         1   39491967   39500308     39       6   95834     0.015069      0.49399
23499        1   39549839   39952810   1152      45   77061       1.5721     0.057959
643314       1   39875176   39882154     21      11   66053       1.9001     0.028709
353500       1   39957318   39995541    151      30   69417    -0.069781      0.52782
8761         1   40026485   40042522     49      16   80500     -0.87271      0.80859
26508        1   40089103   40105348     48      19   89803      0.01809      0.49278
84618        1   40124793   40137710     20       8   90407    -0.043107      0.51719
51440        1   40144320   40157382     85      16   95068     0.039042      0.48443
10450        1   40204517   40229586     82      16   90191      0.23905      0.40553
656          1   40223903   40254533    139      21   92176     -0.17158      0.56812
64064        1   40235197   40237020      2       1   83268      0.59346      0.27644
101929536    1   40254654   40255843     11       3   94331      0.45027      0.32626
54802        1   40306703   40349177    156      21   86867      -1.2526      0.89482
4610         1   40361096   40367687     17       9   85844     -0.12228      0.54866
84879        1   40420784   40435630     25      13   69204     -0.23624      0.59338
10487        1   40505912   40538321    130      11   89682     -0.46349      0.67849
5538         1   40538382   40563142    102      13   93916      0.55696      0.28878
6018         1   40627041   40706593    127      26   77900       1.5289     0.063148
127391       1   40713573   40717365      6       3   87103       1.1713      0.12075
10269        1   40723722   40759856     57      17   79249      0.94743      0.17171
1298         1   40766162   40782939     86      17   83777      0.12408      0.45062
64744        1   40839378   40888998    151      31   87464       1.1759      0.11983
65243        1   40915774   40929390     64      22   88375      0.82432      0.20488
339559       1   40943043   40962015     64      15   86154       1.4345     0.075715
64789        1   40974391   40982228     32       8   96087       2.3956    0.0082972
